Correct Words,Incorrect Words
AVAILABILITY,AVAIBLITY
AVAILABLE,AVAIBLE
AVAILABLE,AVAILBLE
BASE,BASSE
BEFORE,BEFOR
BEGINNING,BEGINING
BELIEVE,BELIVE
BENEFICIAL,BENFICIAL
BENEFICIAL,BENIFICIAL
BENEFIT,BENIFIT
BENEFITS,BENIFITS
BETWEEN,BEETEEN
BETWEEN,BEETWEEN
BICYCLE,BICYCAL
BINGLEY,BINGLY
BONUS,BONAS
BRIEF,BRIF
BUILD,BIULD
BUILDING,BIULDING
BUSY,BUISY
CANCELLATION,CANCELATION
CAREER,CAREAR
CAREER,CARRER
CAREERS,CARRERS
CAREERS,CURRERS
CATEGORIES,CATAGORIS
CENTRALLY,CENTRALY
CERTAIN,CIRTAIN
CHALLENGES,CHALENGES
CHALLENGE,CHALANGE
CHALLENGES,CHALENGES
CHOICE,CHOISE
CHOICES,CHOISES
CHOOSE,CHOSE
CHOOSING,CHOSING
CLERICAL,CLEARICAL
CLERK,CLEARK
CLERK,CLERCK
COLLATE,COLATE
COMBINE,COMIBINE
COMMERCIAL,COMERSIAL
COMMENTS,COMENTS
COMMIT,COMIT
COMMITTEE,COMITTEE
COMMITTEE,COMMITTE
COMMITTEES,COMITTEES
COMMITTEES,COMMITEES
COMPARE,COMPAIR
COMPARED,COMPASED
COMPARED,COMPPARED
COMPARISON,COMPARRISON
COMPLETELY,COMPLETLY
COMPONENT,COMPONANT
COMPOSED,COMPOSSED
CONCEIVED,CONCIEVED
CONDITIONING,CONDITINING
CONFERENCE,CONFERANCE
CONFIRMATION,CONFERMATION
CONSIDER,CONCIDER
CONSIDERABLE,CONCIDERABLE
CONSIST,CONSISIT
CONSISTING,CONSISITING
CONSISTS,CONSISITS
CONTAINED,CONTASINED
CONTAINING,CONTAING
CONTAINING,CONTASINING
CONTINUALLY,CONTUALLY
CONTINUED,CONTUNED
CONTROLLED,CONTROLED
CONVERSELY,CONVERSLY
CORPORATE,CORPARATE
CORRESPONDENCE,CORRESPONDANCE
CREDIT,CREADIT
CRITICISM,CITISUM
CURRENTLY,CURRUNTLY
DATA,DAT
DATA,DSATA
DEALT,DELT
DECIDE,DESCIDE
DECIDED,DESCIDED
DECIDES,DESCIDES
DECISION,DESCISION
DECISION,DESCISIONS
DECISIONS,DECISCIONS
DECISIONS,DESCISIONS
DECLARATIONS,DECLARATRIONS
DEFINITION,DEFENITION
DEFINITIONS,DEFENITIONS
DEMANDS,DIEMANDS
DEPENDENCE,DEPENDANCE
DISCRETE,DISCITE
DESCRIBED,DESCRIBD
DESCRIBED,DISCRIBED
DESCRIPTION,DESCVRIPTION
DESCRIPTION,DESRIPTION
DESCRIPTION,DISCRIPTION
DESIRABLE,DISIABLE
DESPERATELY,DESPRATLY
DEVELOP,DEVELOPE
DIAGRAMMATICALLY,DIAGRAMMATICAALLY
DIFFERENT,DIFFRENT
DIFFICULT,DIFICULT
DIFFICULTY,DIFICULTY
DISAGGREGATE,DISAGGREAGET
DISAGGREGATE,DISAGGREAGTE
DISAPPOINTING,DISSAPOITING
DISCIPLINE,DISIPLIN
DISCRETION,DISCRESION
DESCRIPTION,DESACRIPTION
DISSENSION,DESENTION
DOUBT,DOUPT
DRAGGED,DRAGED
DRASTICALLY,DRASTICALY
DRASTICALLY,DRASTICLY
EARLIER,EARLYER
EARLIEST,EARLYEST
EASIER,EASER
EASILY,EASLY
EASILY,EASYLY
ECONOMETRIC,ECONOMTRIC
EDITION,EDIION
EDITION,EDIITION
ELIGIBLE,ELEGABLE
ELIMINATED,ELIMIATED
EMBELLISHING,EMBELISHING
EMPLOYED,EMPLOIED
EMPLOYEES,EMPLOIES
EMPLOYMENT,EMPOLYMENT
ENCOMPASSING,ENCOMPASING
ENCOURAGE,ENCORAGE
ENORMOUSLY,ENOMOSLY
ENTIRELY,ENTIERLY
EQUALLED,EQUALED
ERRONEOUS,ERROUNOUS
ESPECIALLY,ESPECAILY
ESSENTIAL,ESENTIAL
EVENTUALLY,EVENTULLY
EVIDENT,EVEDENT
EXACT,EXSACT
EXACTLY,EXSACTLY
EXAMINATION,EXIMINATION
EXAMINE,EXAMIN
EXCELLENT,EXERLANT
EXCEPT,EXCXEPT
EXCESSIVELY,EXESSIVELY
EXECUTED,EXECUTTED
EXPANSION,EXPANION
EXPENSE,EXPENCE
EXPENSIVE,EXPENCIVE
EXPERIENCES,EXPERANCES
EXPERIENCE,EXPERANCE
EXPERIENCE,EXPERIANCE
EXPERIENCES,EXPERANCES
EXPLAINING,EXPLANING
EXPONENTIALLY,EXPONENTUALY
EXTREMELY,EXTREAMLY
EXTREMELY,EXTREEMLY
FEBRUARY,FEBUARY
FACILITIES,FACILITYS
FAILS,FAILES
FALSE,FAULSE
FAMILIAR,FAMILER
FAMILIES,FAMILES
FAMILIES,FAMILYS
FAVOURABLE,FAVERABLE
FAVOURABLY,FAVORABLY
FEELING,FEALING
FEMALE,FEMAIL
FIGURE,FIGUAR
FIGURES,FIGUARS
FINALLY,FINALY
FINANCIAL,FINATICAL
FINANCIALLY,FINANCIALY
FLEXIBLE,FLEXABLE
FORBIDDEN,FORBIDEN
FORECAST,FORCAST
FOREIGN,FORIEN
FOURTH,FORTH
FUNCTIONALLY,FUNCTIONALY
FUNCTIONS,FUNCTUIONS
FURTHER,FURHTER
FURTHER,FUTHER
GAINING,GANING
GENERATED,GENERATAED
GENEVA,GENIVA
GEOGRAPHICALLY,GOEGRAPHICALY
GOVERNMENT,GOVERMENT
GRAPHICALLY,GRAPHICALY
GUIDELINES,GUIDLINES
HANDLE,HANDEL
HIERARCHAL,HIERACHIAL
HIERARCHAL,HIERACHIAL
HIERARCHY,HEIARKY
HIERARCHY,HIERCHY
HOWEVER,HOWEVERR
HUMOUR,HUMOR
IDEALLY,IDEALY
IMMEDIATE,IMEDIATE
IMMEDIATELY,IMEDIATLY
IMMEDIATELY,IMIDATLY
INCONCEIVABLE,INCONCIEVABLE
INDEED,INDEAD
INDEPENDENT,INDEPENDANT
INEFFICIENT,INEFFIECT
INITIAL,INTIAL
INITIAL,INTITAL
INPUT,INUT
INQUIRIES,EQUIRIES
INSIGHT,INSITE
INTELLIGENCE,INTELIGENCE
INTEREST,INTREST
INTERESTING,INTRESTING
INTERPRETATION,INTERPRITATION
INTERROGATING,INTEROGATIONG
INVESTIGATED,INVESTEGATED
IRRELEVANT,IRRELAVENT
JOURNALISM,JOURNAISM
KNOWLEDGE,KNOWAGE
KNOWLEDGE,KNOWLEGE
LARGELY,LARGLY
LATER,LATTER
LENGTH,LENGH
LEVEL,LEVAL
LEVELS,LEVALS
LIEU,LIEW
LITERATURE,LITRITURE
LIVELIHOOD,LIVELYHOOD
LOANS,LONES
LOCALLY,LOCALY
LONELY,LONLEY
LUCKILY,LUCKELEY
MAJORITY,MAJORTY
MANAGEMENT,MANAGMENT
MANUALLY,MANUALY
MANY,MONY
MATHEMATICALLY,MATHEMATICALY
MATRIX,MATRIIIX
MEAN,MEEN
MEANS,MEENS
MEANT,MENT
MINUTES,MUINETS
MINUTES,MUINUTES
MINUTES,MUIUETS
MISLEADING,MISSLEADING
MONITORING,MONITERING
MONTHS,MONTHES
MOVING,MOVEING
NATIONALLY,NATIONALY
NATURE,NATIOR
NECESSARY,NECASERY
NECESSARY,NECASSARY
NECESSARY,NECASSERY
NECESSARY,NECCASARY
NECESSARY,NECCASSARY
NECESSARY,NESSASARY
NECESSARY,NESSISARY
NECESSITATES,NESSISITATES
NECESSITY,NESSESITY
NEGLIGIBLE,NEGLIGABLE
NEITHER,NIETHER
NIGHT,NITE
NORMALLY,NORMALY
NOW,NOE
NUMBERS,NUMBUERS
OBTAINING,OPTANING
OCCASIONALLY,OCASIONALY
OCCASIONALLY,OCCASIONALY
OCCUR,OCCURE
OCCURRED,OCCUREED
OPERATIONS,OPERATINS
OPERATOR,OPERTOR
OPERATORS,OPERATERS
OPERATORS,OPRATORS
OPINION,OPPINION
OPPORTUNITIES,OPPOTUNITIES
OPPORTUNITY,OPERTUNITY
OPPORTUNITY,OPPERTTUNITY
OPPORTUNITY,OPPERTUNITY
OPPORTUNITY,OPPOTUNITY
ORDINARY,ORDENARY
ORGANIZATION,ORAGNISATION
ORGANIZATION,ORANISATION
ORGANIZED,ORANISED
ORIENTATED,ORENTATED
OUTPUT,OPUTPUT
OVERALL,OVERAL
PAID,PAYED
PARAMETERS,PERAMETRES
PARTIALLY,PARTIALY
PARTICULAR,PAERTICULAUR
PARTICULAR,PARTICULAUR
PARTICULARLY,PARTICULARY
PATTERNS,PATTARNS
PER,PERE
PERHAPS,PERHAPSE
PERMANENT,PERMINANT
PERMANENTLY,PERMINANTLY
PERSONNEL,PERSONNELL
PERSONNEL,PERSONEL
PIVOTING,PIVTING
PLEASANT,PLESENT
POLITICS,POLATICS
POSITION,POSSITION
POSSIBILITIES,POSSABLITIES
POSSIBLE,POSSABLE
PREPARED,PREPAIRED
PRIMARILY,PIMARILY
PRIOR,PIROR
PROCEDURE,PROCEDUER
PROCEEDING,PROCEDING
PROFESSION,PREFFESON
PROFIT,PROFFIT
PROFITS,PROFFITS
PROGRESSES,PROGRESSESS
PROGRESSION,PROGRESION
PROJECTS,PROJECCTS
PROPORTIONS,PROPRTIONS
PROVIDE,PROVID
PROVISIONALLY,PROVISIONALY
PROVISO,PROVISOE
QUALITIES,QUATIES
QUERIES,QUIES
QUESTIONNAIRE,QUESTIONARE
REACHING,RECHING
READJUSTED,REAJUSTED
REALLY,REALY
RECEIVE,RECIEVE
RECEIVED,RECIEVED
RECEIVED,RECIVED
RECEIVES,RECIEVES
RECEIVES,RECIVES
RECEIVING,RECIEVING
RECEIVING,RECIVING
RECENTLY,RECIENTLY
RECOMMEND,RECOMEND
RECOMMENDATION,RECOMENDATION
RECOMMENDING,RECOMENDING
REFERED,REFFERED
REFERENCE,REFEREENCE
REFERENCE,REFFERENCE
REGAINED,REGINED
REGISTER,RGISTER
RELATIVELY,RELATIVLY
RELATIVELY,RELITIVLY
RELEVANT,RELAVENT
RELEVANT,RELEVAANT
REPETITIVE,REPETATIVE
REPRESENTATIVE,REPRESENTITIVE
REQUESTED,RQUESTED
REQUIRED,REEQUIRED
RESEARCH,RESERCH
RESOLVED,RESOVED
RESPONSIBILITIES,RESPONSIBLITIES
RESPONSIBLE,RESPONCIBLE
RESULTING,REULTING
RETIREMENT,RETIRMENT
ROUTINE,ROUINT
SAFEGUARD,SAFEGAURD
SALARIES,SALARYS
SCHEME,SCHEEM
SCRUTINIZED,SCRUTINIESED
SEARCH,SERCH
SEARCHING,SERCHING
SECRETARIES,SECUTARIES
SECURITY,SEURITY
SEEN,SEEEN
SEGMENT,EGMENT
SEGMENT,SEGEMNT
SENIOR,SIENIOR
SENSE,SENCE
SENSIBLE,SENSABLE
SEPARATE,SEPERATE
SEPARATE,SEPORATE
SEPARATED,SEPERATED
SEPARATION,SEPERATION
SESSION,SESION
SET,ET
SHEETS,SHEERTES
SHORTENED,SHORTEND
SHOWN,HOWN
SIGN,EIGN
SIMULAR,SIMILAR
SINGULAR,SINGULAUR
SOMEONE,SOMONE
SOURCE,SORCE
SOURCES,SORCES
SPEAKING,SPEEKING
STANDARDIZING,STANERDIZING
STOPPED,STOPED
STUDENTS,STUDENS
STUDYING,STUDING
SUBSEQUENT,SUBSEQUANT
SUBSEQUENT,SUBSIQUENT
SUBTRACT,SUBTRCAT
SUCCESSFUL,SUCCESFUL
SUCCESSFUL,SUCESSFUL
SUCCESSFUL,SUCSSUFUL
SUCCESSIVE,SUCESSIVE
SUCCESSIVE,SUCSESIVE
SUCH,SHUCH
SUFFERING,SUUFERING
SUFFICIENT,SUFICIENT
SUGGESTED,SUGESTED
SUGGESTION,SUGESTION
SUGGESTS,SUGESTS
SUITED,SUTED
SUMMARYS,SUMARYS
SUPERVISION,SUPERVISON
SUPPLEMENT,SUPLEMENT
SUPPLEMENTARY,SUPLEMENTARY
SUPPLEMENTS,SUPLEMENTS
SUPPOSEDLY,SUPPOSIDLY
SURROUNDING,SEROUNDING
SURROUNDINGS,SEROUNDINGS
SURROUNDINGS,SUROUNDINGS
SURVEYS,SERVAYS
SURVEYING,SERVAYING
SYSTEM,SYSEM
TABLE,TASBLE
TECHNIQUE,TECNIQUE
TECHNIQUES,TECNIQUES
TEMPORARY,TEMPORY
THE,HTE
THE,THI
THE,THW
THEIR,THER
THEIR,THIER
THERE,THEAR
THEREFORE,THEREFOE
THEREFORE,THEREFOR
THERMAWEAR,THERMAWERE
THERMAWEAR,THERMAWHERE
THESE,THEES
THESE,THESS
THEY,THAY
THOUGHTS,THORTS
THROUGH,THROUT
THROUGHOUT,THROUOUT
TIMING,TIMEING
TITLES,TITTLES
TO,RO
TOGETHER,TOGEHTER
TOTALLY,TOTALY
TRADITIONALLY,TRADITIONALY
TRANSACTIONS,TRASACTIONS
TRANSFERRED,TRANSFRED
TRANSPORTABILITY,TRANSPORTIBILITY
TRIANGULAR,TRIANGULAUR
UMBRELLA,UMBERALLA
UNAVAILABLE,UNAVAILBLE
UNDERSTANDABLE,UNDERSTADABLE
UNEQUALLED,UNEQUALED
UNEQUIVOCALLY,UNEQUIVOCALY
UNFORTUNATELY,UNFORTUNATLY
UNION,UNIOUN
UNIQUE,UNEQUE
UNIVERSALLY,UNIVERSALY
UNIVERSITY,UNVERSITY
UNNECESSARILY,UNESSASARILY
UNNECESSARY,UNESSESSAY
UNRESOLVED,UNRESLOVED
UNTIL,UNTILL
USED,USEDF
USEFUL,USFUL
USER,UERS
USUALLY,USUALY
UTILIZED,UTALISED
VALUABLE,VALUBALE
VALUABLE,VALUBLE
VARIABLE,VAIABLE
VARIABLE,VARABLE
VARIABLE,VARIBLE
VARIANT,VAIRIANT
VARIETY,VARIATRY
VARIOUS,VAIRIOUS
VIRTUALLY,VERTUALLY
VISITOR,VISTOR
VISITORS,VISTORS
VOLUNTARY,VOLANTARY
VOLUNTARY,VOLANTRY
VOTING,VOTEING
WEAPONS,WEPONS
WEIGHTED,WAGTED
WERE,WER
WERE,WHERE
WHEN,WHN
WHEREAS,WHERAS
WHETHER,WETHER
WIDELY,WIDLY
WILL,WIL
WITHIN,WITHING
WOULD,WHOULD
WRITTEN,WRITEN
YEARS,YESARS
ABILITY,ABILTY
ABROAD,ABRAOD
ACADEMIC,ACEDEMIC
ACCESSION,ACCESION
ACCOMMODATE,ACCOMODATE
ACCORDANCE,ACORDANCE
ACCURATELY,ACCRUATELY
ACHIEVED,ACIEVED
ACHIEVED,ACCHEIVED
ADDITIONAL,ADDITONAL
ADJACENT,ADJACNT
ADMINISTERED,ADMIISTERED
AMBIGUITY,AMIBUITY
AMBULANCE,AMBULENCE
ANALYSIS,ANLAYSIS
AND,AAND
ANSWERING,ASWERING
APOLOGIES,APOLGIES
APPARENT,APPARANT
APPARENTLY,APPERENTLY
APPROACH,APPRAOCH
APPROPRIATE,APPROPRIAT
APPROPRIATE,APPROPIATE
APPROPRIATE,APPRPRIATE
APPROXIMATELY,APPROXIMATLY
ARGUMENTS,ARGUEMENTS
ASCERTAINED,ACSERTAINED
ASSIGNMENTS,ASSIGMMENTS
ASSISTANCE,ASSISTENCE
ASSOCIATED,ASSICIATED
ASSOCIATED,ASSOCAITED
ASSOCIATION,ASOCIATION
ASYNCHONOUSLY,ASYNCRONOUSLY
ATTENDING,ATENDING
AUTOMATIC,AUTUMATIC
AVAILABLE,AVAIABLE
AVAILABLE,AVIABLE
AVAILABLE,AVILABLE
AWAITING,AWAITIN
BASICALLY,BAISCALLY
BECOME,BACOME
BLOCKED,BLOKED
BORROWER,BORROWR
BRANCHING,BRACHING
BROAD,BROARD
BROADCAST,BRADCAST
BROADCASTING,BRADCASTING
BULLETINS,BULLETINGS
CALCULATED,CALULATED
CAMERA,CAMARA
CANDIDATE,CANDITATE
CAPABILITIES,CAPABILTES
CATALOGUE,CATALOGE
CATALOGUING,CATAKOGUING
CATALOGUING,CATALGUING
CATALOGUING,CATALOGUIN
CENTRAL,CNTRAL
CHALLENGE,CHALLANGE
CHANGING,CHNAGING
CHARACTERISING,CHARACTERISSING
CHECKED,CHACKED
CITING,CISTING
CLIENT,CLEINT
COEFFICIENT,COEFFCIENT
COEFFICIENT,COEFICIENT
COEFFICIENT,COFFICIENT
COGNITIVE,COGNTIVE
COLLECTING,COLLECYTING
COMMERCIALLY,CPMMERCIALLY
COMMITTEE,COMMITEE
COMMON,COMON
COMMONEST,COMMENEST
COMMUNICATION,COMMUNCATION
COMPARABLE,COMPORABLE
COMPARATIVE,COMPARITIVE
COMPARISONS,COMPARIOSNS
COMPLETING,COMPLTING
COMPLIMENTARY,COMPLEMENTARY
CONCENTRATE,CONCETRATE
CONNECTION,CONNECTON
CONNECTIVES,CONNECTIVIES
CONSERVATIVE,CONSERVATIE
CONTAINING,CONTINING
CONTAINS,CONTINS
CONTENT,CONITENT
CONTROL,CONTROLL
CONVENTIONAL,CONVENTIAL
CONVERSELY,CONVERZELY
CONVERSION,COVERSION
COOPERATION,COOPERQTION
CORDONING,CORDONNING
CORRESPOND,CORRESOND
CORRESPONDENCE,CORRESPONDANCE
COUNSELLING,COUNCELLING
CRITICISED,CRITISISED
CRITICISMS,CRITISISMS
DECIDE,DECID
DECREASING,DECRESING
DEFICIT,DEFICITE
DEFINITE,DEFINATE
DEFINITELY,DEFINATELY
DEGRADATION,DEGREDATION
DELIBERATELY,DELIBERATLY
DEPENDENT,DEPENDANT
DESCRIBED,DESCRIVED
DESIRABLE,DESIREBLE
DESPATCHED,DISPATCHED
DESPERATE,DESPARATE
DETAIL,DETAILE
DETAILED,DETAILLED
DETERMINES,DETRMINES
DEVELOP,DEVEOOP
DIAGRAMMATICALLY,DIAGRAMATICALLY
DIFFERENT,DIFFERNT
DISAPPOINTMENT,DISAPOINTMENT
DISTRIBUTION,DISTIBUTION
DOCUMENTS,DOCULENTS
DONE,ODNE
DOWNSTREAM,DONSTREAM
EACH,EAXH
EASIER,EASSIER
EFFICIENCY,EFFEICIENCY
EFFICIENT,EFFICIENCT
ELIMINATION,ELIMIATION
ELIMINATION,ELEIMINATION
EMANATING,EMINATING
ENERGY,ENRERGY
ENTRY,NETRY
ENVIRONMENT,ENVIROMENT
ENVIRONMENT,INVIRONMENT
EQUALISATION,EQUILISATION
EXAMINATION,EXAMINIATION
EXAMPLE,EXMPLE
EXCEED,EXCEDE
EXEMPLIFIED,EXEMPLYFIED
EXTRA,EXTA
FACILITATED,FACILLATED
FACILITIES,FACILITES
FACILITIES,FACILIITIES
FAIRLY,FAIRLU
FAITHFULLY,FAIYHFULLY
FASHION,FASSION
FIELD,FELD
FIRST,IRST
FIRSTLY,FIRTLY
FIRSTLY,FISRTLY
FLEXIBILITY,FELXIBILITY
FORSEEABLE,FORESEEABLE
FREQUENTLY,FRQUENTLY
FUNCTIONAL,FUNCIONAL
FURTHER,FUTHER
GENERAL,GENRAL
GLANCE,GLACNCE
GOVERNMENTAL,GOVERMENTAL
GREATER,GRETAER
HANDBOOK,HANBOOK
HEIGHTENED,HIEGHTENED
HEURISTICS,HEURITICS
HIERARCHY,HEIRARCHY
HOME,HOMR
HONEST,HOENST
HOWEVER,HOWVER
HOWEVER,HOWEVEVER
ILLUSTRATE,ILUSTRATE
ILLUSTRATION,ILLUSTARTION
IMMEDIATELY,IMMEDIATLY
IMPORTANT,IMPOTANT
IMPORTANT,IMPORTNAT
IMPOSSIBILITY,IMPOSSIBILTY
IMPRACTICABLE,IMPRACTIBLE
INAPPROPRIATE,INNAPROPRIATE
INCREASINGLY,INCREASINLY
INCREMENTED,INCREENTED
INDEPENDENCE,INDEPENDANCE
INDEPENDENT,INDEPENDANT
INDIVIDUAL,INDIVIDULA
INDIVIDUAL,INDIVIUAL
INDIVIDUAL,INDIDUAL
INDIVIDUALLY,UNDIVIDUALLY
INEFFICIENT,INNEFFICIENT
INEVITABLY,INEVIATBLY
INFORMATION,INFROMATION
INFORMATION,ONFORMATION
INSTALL,INSTAL
INTERNATIONAL,NITERNATIONAL
INTERNATIONALLY,INTERNATIONLLY
INTERNECINE,INTERCINE
INTERPRET,INTERPRTE
INTERRUPTED,INTERRPTED
INTERRUPTION,INTERUPTION
INTRODUCTION,INFRODUCTION
INVOLVING,INVLVING
ITEM,TIEM
JURISDICTION,JURIDICTION
KERNEL,KERNAL
LARGE,LAGRE
LARGE,MLARGE
LENGTH,LENGHT
LIAISE,LIASE
LIBRARIES,LIBRAIES
LIGHT,IGHT
LIKELIHOOD,LIKELYHOOD
LIKELY,LIKLY
LIST,LITS
LISTINGS,LISTSINGS
LISTS,LSITS
LOANED,LAONED
LOGARITHM,LOGARIHM
MAINLY,MIANLY
MAINTENANCE,MAINENANCE
MANAGEABLE,MANAGABLE
MANIPULATION,MANIPUTALTATION
MANNER,AMNNER
MEANS,MAENAS
MEGABYTES,EGABYTES
MODIFIED,MODIEFIED
MOLECULAR,MOLECLAR
MOLECULAR,MOLCULAR
MOST,NOST
MOVE,OMVE
NEED,NEEDD
NEEDED,NEDDED
NEGATIVELY,NEGITIVELY
NETWORKS,NETOWRKS
NOTICEABLE,NOTICIEABLE
NUMBER,NUMBEER
OBSOLETE,OBSELETE
OBVIOUS,OBVIOS
OBVIOUSLY,OBVIOSLY
OCCASIONAL,OCCASSIONAL
OFFICE,OFICE
OMISSIONS,OMMISSIONS
ONLY,ONLT
OPERATOR,POERATOR
OPPOSED,APPOSED
ORDER,OREDR
ORGANISATIONS,ORGANISATIOS
OUTPUT,OUPUT
OVERALL,OVERAL
OVERCOMING,OVERCOMMING
OVERFILL,OVERFIL
OVERHEAD,OVERHAED
OXYGEN,OVYGEX
PARTICULAR,PARTICUALAR
PARTICULAR,PARTICLAR
PERIPHERAL,PERIFERAL
PERMANENTLY,PERMANTLY
PHILOLOGY,PHLOLOGY
PICNIC,PINIC
PIECES,PEICES
POSITIVE,POSITVE
POSSIBILITY,POSSIBILTY
POSSIBLE,POSIBLE
POTENTIALLY,POTENTIALY
PRACTICAL,PRACTIAAL
PRACTITIONER,PRACTICTIONER
PREDOMINANTLY,PREDOMINENTLY
PRESUMING,PREUMING
PREVIOUS,PREVIOS
PRIORITIES,PRIOITIES
PRISONERS,PRSIONERS
PROBABLY,PROBABALLY
PROBABLY,PROBANLY
PROBLEM,PRONLEM
PROCEDURE,PROCEEDURE
PROCEDURE,PROCEURE
PROCESSING,PRCESSING
PROCESSING,PROCESING
PROCESSOR,PROCESOR
PRODUCTS,PRODUTS
PRONOUNCEMENTS,PRONOUNCMENTS
PROPORTIONALITY,PROPORTIONALLITY
PROVED,PROOVED
PROVIDE,PROVID
QUALITY,QUAILTY
QUESTIONNAIRE,QUESIONNAIRE
RADICALLY,RADIACLLY
RADIUS,RADIUSS
RANKED,RANKD
REACTIONS,REACTIOOS
REACTIONS,REACTIOONS
REASONABLY,REASINABLY
RECEIVER,RECIEVER
REDECORATION,REDECORATON
REFERENCE,REFERNCE
REFERENCE,RFERENCE
REFERENCES,REFERNCES
REFERRED,REFERRRED
REFERRED,REFFERRED
REGISTRIES,REGSIRTIES
RELATIONSHIP,RELTIONSHIP
RELIABLE,RELABLE
REMOVED,RENOVED
REPETITIOUS,REPITITIOUS
REPORTS,REOPRTS
REPRESENTATIVES,REPRESNTATIVES
RESEMBLING,RSEMBLING
RESOURCES,RECOURCES
RESOURCES,RESCOURCES
RESTING,RESING
RESTRICTIVE,RESTICTIVE
RETENTION,RETENTIAON
RETICENT,RETECENT
REVENUE,REVENU
SAID,SIAD
SATISFACTORY,SATSFACTORY
SATISFIES,SATIFIES
SCANNED,SCANED
SCRAMBLED,SRAMBLED
SEARCH,SEAARCH
SEARCHED,SEARCHDE
SELECTED,SALECTED
SELECTIVE,SELEACTIVE
SEMAPHORE,SEPAPHORE
SEPARATE,SEPERATE
SEPARATE,SEPRATE
SEPARATING,SEPERATING
SIMILARITY,SIMIALIRT
SIMILARITY,SIMILARIY
SIMILARLY,SIMILARILY
SIMPLEST,SIMLEST
SIZE,SIXZE
SIZEABLE,SIZABLE
SLIGHTLY,SLIGHLTY
SOCIETY,SCIETY
SOFTWARE,SOFWARE
SOURCE,AOURCE
SPEAKERS,SPAEKERS
SPELLING,SPRLLING
STANDARD,STNADARD
STARTER,STRATER
STATEMENTS,STETEMETS
STATION,STSTION
STRATEGICALLY,STRATIGICALLY
STRONGLY,STONGLY
STRUCTURE,STRUCTRUE
STRUCTURE,STRCTURE
STRUCTURES,STRUCTURS
SUBSCRIBERS,SUSCRIBERS
SUBSTANTIAL,SUBSTANTAL
SUBSTRUCTURES,SUBSRUCTURES
SUCCEED,SUCCEDE
SUCCESOR,SUCCESSOR
SUGGESTED,UGGESTED
SURROUND,SORROUND
SYNCHRONISE,SYNSHRONISE
TAUGHT,TUAGHT
TECHNIQUES,TEQUNIQUES
TERMINAL,TERMIAL
THEIR,THRIR
THERE,THRE
THERE,THWRE
THEREFORE,THERFORE
THESES,THSES
THIRTY,THRITY
THIS,THHIS
THOUSAND,THOUSNAND
THREE,THREEE
TITLES,TITTLES
TOLERANCE,TOLLERANCE
TRADITIONAL,TRADITONAL
TRAFFIC,TRAFIC
TRANSFERRED,TRANSFERED
TRANSMISSION,RANSMISSION
UNCONVINCED,UNCONVICED
UNCRITICAL,UNCRITIACL
UNIVERSITY,UNIVERSIT
UNNECESSARY,UNECESSARY
UNNECESSARY,INNECESSARY
UNSCRAMBLE,UNSCAMBLE
USEFULNESS,USEFULLNESS
USUAL,USUEAL
VARIED,VQRIED
VECTOR,VECTORE
VERSATILITY,VERSILITY
WAITING,WAITNG
WHETHER,WETHER
WHICH,WGICH
WHICH,WHIHC
WHICH,WHIC
WILL,WIIL
WONDERFUL,WONDRFUL
WORTH,WORHT
WOULD,WOULS
Eastwood,Estwood
Hitler,Hitlar
I'd,I'ld
I've,Iev
Ireland,Irland
Rolls,rowles
Scots,Scotts
a_few,afew
a_little,alittle
a_long,
a_lot,alot
ability,abillity
able,abule
able-bodied,able_bodied
abroad,a_broad
absolutely,apselutely
academically,accademically
accident,acident
achieve,acheive
acting,actting
activities,activitys
acts,acks
adventurous,adventerous
advice,advise
after,"aftere,"
against,agenst
agents,agenst
aggro,agro
air,hair
alive,alife
almost,allmost
alone,"alown,"
already,all_ready
alright,all_right
always,"all_way,"
am,ham
angels,angles
angry,angrey
annoying,anoying
another,anothe
any,eney
any_more,anymore
anyone,enyone
anything,enything
apparent,apparant
appearance,appearence
apprehensively,aprehensivly
aren't,arn't
arena,areana
arguing,"argueing,"
argument,"aguement,"
arguments,arguements
argumentative,argumentitive
as,has
associate,associat
athlete,athlette
attitude,atitude
Austrian,Austrain
autograph,autgraph
awful,awfull
bachelor,bachler
backchatting,back_chating
backyard,back_yard
bad-tempered,"bad_temped,"
bad_temper,badtempar
badly,badley
beautiful,"beaotiful,"
beautician,beutician
because,"beause,"
become,be_come
before,befor
beginning,beggining
being,beeing
bereavement,bereivement
besides,besids
big-head,big_head
big-headed,big_headed
bitchy,bitchey
bodyguard,body_gaurd
bombs,bomes
bore,boar
bored,"bawd,"
boring,borring
born,borne
bossed,bosed
bossing,bosing
break,brake
build,biuld
bullying,bulling
bully,"bulle,"
bungalow,bungerlow
business,bussiness
buy,by
can't,"cann't,"
cannot,can_not
career,"carrer,"
caught,cought
causes,cases
causing,"corsing,"
centre,senture
certain,"certian,"
chatting,chating
cheeky,cheaky
cheer,chair
cinema,cinama
civilized,civerlized
clothes,cloths
college,collage
coloured,colored
comfortable,compertable
community,comunity
completely,completly
complexion,complection
conceited,conseated
concentrate,"consentrate,"
confidence,confedence
connected,conected
considerate,conciderate
convicts,convicks
couldn't,cunt
country,contry
cousin,couson
creates,creats
creep,creap
criminal,crimamel
criticism,criticizm
crowds,crouds
cruise,"crouse,"
dead-end,dead_end
